"","Instrument_name","Keywords","Keyword_count","Categories","Priority_scores","Times_mentioned","Respondents","Cohort"
"646","Ages and Stages Questionnaire - Social Emotional (ASQ-SE)","personality,development,emotion,emotional development,empathy,milestones,social behavior,social development,temperament,theory of mind","2,1,1,1,1,1,1,1,1,1","Social competence,Personality and individual differences,development,Health,NA","0.42,0.33,0.17,0.08,0","2,1,1,1,38",2,"YOUth"
"647","EEG Face Emotion","eeg,emotion recognition,brain development,emotion,experiment,face perception,face processing,imaging,social behavior","2,2,1,1,1,1,1,1,1","Physiology,Social competence,Cognition,neurocognitive development,NA","0.45,0.28,0.22,0.05,0","2,2,2,1,38",2,"YOUth"
"648","EEG Face House","eeg,brain development,brain imaging,face processing,imaging,infant,object processing,social attention","2,1,1,1,1,1,1,1","Physiology,Cognition,neurocognitive development,Social competence,NA","0.5,0.21,0.17,0.12,0","2,2,1,1,38",2,"YOUth"
"649","Family illness","health,medical history,disease,disorders,hereditary","2,2,1,1,1","Health,Life history,medical history,NA","0.58,0.25,0.17,0","2,2,1,38",2,"YOUth"
"650","Family illness - medical","health,medical history,diseases,disorders,hereditary","2,2,1,1,1","Health,Life history,NA","0.67,0.33,0","2,2,39",2,"YOUth"
"651","Family illness - psychiatric","health,medical history,mental health,diagnosis,heredity,psychiatric disorders,psychiatry,psychology,psychopathology,treatment","2,2,2,1,1,1,1,1,1,1","Health,Life history,mental health,medical history,NA","0.33,0.25,0.25,0.17,0","2,2,1,1,37",2,"YOUth"
"652","Food Frequency Questionnaire (FFQ) - Pregnancy","nutrition,pregnancy,diet,food,food preference,lifestyle,nutriants,supplements","2,2,1,1,1,1,1,1","Lifestyle,Health,Personality and individual differences,NA","0.42,0.33,0.25,0","2,1,1,39",2,"YOUth"
"653","Food Frequency Questionnaire (FFQ) - Youth","nutrition,supplements,diet,food,food preference,health,lifestyle","2,2,1,1,1,1,1","Lifestyle,Health,Personality and individual differences,NA","0.42,0.33,0.25,0","2,1,1,39",2,"YOUth"
"654","Functional MRI Inhibition experiment","inhibition,behavioral control,brain development,brain imaging,cognitive control,fmri,functional brain imaging,imaging,impulsivity,mri,self regulation","2,1,1,1,1,1,1,1,1,1,1","Cognition,Physiology,behavioral control,self regulation,cognitive control,NA","0.47,0.33,0.1,0.07,0.03,0","2,2,1,1,1,36",2,"YOUth"
"655","General health","health,allergies,diseases,disorders,medical,medical care,mental health,surgery,vaccinations","2,1,1,1,1,1,1,1,1","Health,NA","1,0","2,39",2,"YOUth"
"656","Hair","biological sample,hair,biomarkers,hormones,physiology","2,2,1,1,1","Physiology,biological samples,Health,NA","0.67,0.25,0.08,0","2,1,1,38",2,"YOUth"
"657","Alabama Parenting Questionnaire (APQ)","parenting,discipline,involvement,monitoring,parent-child relationship,parental control,parenting style","2,1,1,1,1,1,1","Parenting,Lifestyle,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"658","Hand Game","inhibition,behavioral control,cognition,cognitive control,self control,self regulation","2,1,1,1,1,1","Cognition,Personality and individual differences,self regulation,cognitive control,NA","0.58,0.17,0.17,0.08,0","2,1,1,1,37",2,"YOUth"
"659","Infant Behavior Questionnaire Revised (IBQ-R)","personality,temperament,behavior,development,emotion regulation,infant behavior,psychology,responsiveness,social behavior","2,2,1,1,1,1,1,1,1","Personality and individual differences,child behavior,NA","0.83,0.17,0","2,1,38",2,"YOUth"
"660","Infant Face Popout","development,experiment,eye tracking,eyetracking,gaze behavior,object processing,social attention,visual attention","1,1,1,1,1,1,1,1","Cognition,Social competence,visual attention,Personality and individual differences,NA","0.53,0.32,0.1,0.05,0","2,2,1,1,38",2,"YOUth"
"661","Infant Pro Gap","attention,development,eye tracking,eyetracking,gaze behavior,visual attention","1,1,1,1,1,1","Cognition,behavior,Personality and individual differences,NA","0.67,0.25,0.08,0","2,1,1,38",2,"YOUth"
"662","Infant Social Gaze","social attention,experiment,eye tracking,eyetracking,gaze behavior,gaze cueing,social gaze,visual attention","2,1,1,1,1,1,1,1","Cognition,Social competence,visual attention,social behavior,NA","0.38,0.32,0.2,0.1,0","2,2,1,1,37",2,"YOUth"
"663","Inhibition experiment (mock scanner)","inhibition,behavioral control,brain imaging,cognitive control,experiment,fmri,functional brain imaging,imaging,mock experiment,mri,self regulation","2,1,1,1,1,1,1,1,1,1,1","Cognition,self regulation,Personality and individual differences,NA","0.67,0.25,0.08,0","2,1,1,38",2,"YOUth"
"664","Interpersonal Reactivity Index (IRI)","empathy,social competence,interpersonal reactivity,perspective taking,relationships,social cognition,theory of mind","2,2,1,1,1,1,1","Social competence,Personality and individual differences,Cognition,NA","0.58,0.33,0.08,0","2,2,1,39",2,"YOUth"
"665","Labour and birth","birth,labour,pregnancy,complications,gestational age,life history","2,2,2,1,1,1","Health,Life history,pregnancy,NA","0.58,0.25,0.17,0","2,1,1,38",2,"YOUth"
"666","Length, head circumference, weight and vaccinations","antropometrics,health,medical history,development,medical information,vaccinations","2,2,2,1,1,1","Health,Physiology,medical history,NA","0.42,0.42,0.17,0","2,2,1,38",2,"YOUth"
"667","Lifestyle","lifestyle,medication,sleep,addiction,diet,excercise,exercise,health,nutrition,physical activity,smoking,sport,substance abuse,substance use,supplements,vitamins","2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1","Lifestyle,Health,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"668","Anatomy experiment (MRI)","anatomy,mri,body composition,brain development,brain scanning,imaging,physiology,structural imaging","2,2,1,1,1,1,1,1","Physiology,Health,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"669","Lifestyle - Substance (ab)use","lifestyle,substance abuse,addiction,alcohol,cannabis,drinking,health,smoking,soft drugs,substance use,tabacco","2,2,1,1,1,1,1,1,1,1,1","Health,Lifestyle,NA","0.5,0.5,0","2,2,39",2,"YOUth"
"670","Lifestyle during pregnancy (DEMO, LFST)","diet,medication,nutrition,pregnancy,food preference,health,life history,lifestyle,supplements,vitamins","2,2,2,2,1,1,1,1,1,1","Lifestyle,Health,pregnancy,Life history,NA","0.33,0.29,0.25,0.12,0","2,2,1,1,38",2,"YOUth"
"671","List of longterm stressful life events","life events,stress,abuse,accident,coping,death,family history,health,neglect,trauma","2,2,1,1,1,1,1,1,1,1","Life history,Health,mental health,Lifestyle,NA","0.58,0.17,0.17,0.08,0","2,1,1,1,38",2,"YOUth"
"672","Looking While Listening","attention,experiment,eyetracking,gaze,gaze behavior,language,language acquisition,social attention,visual attention","1,1,1,1,1,1,1,1,1","Cognition,Social competence,NA","0.67,0.33,0","2,2,39",2,"YOUth"
"673","Major life events","life events,abuse,accident,coping,death,family history,hospitalization,life history,life histroy,neglect,personal life,stres,trauma","2,1,1,1,1,1,1,1,1,1,1,1,1","Life history,mental health,NA","0.83,0.17,0","2,1,38",2,"YOUth"
"674","Media use","gaming,social media,addiction,internet,life style,media use","2,2,1,1,1,1","Lifestyle,NA","1,0","2,39",2,"YOUth"
"675","Movies and series (FVL-2)","life style,lifestyle,media use,preferences,screen time,sedentary behavior,tv,tv watching","1,1,1,1,1,1,1,1","Lifestyle,NA","1,0","2,39",2,"YOUth"
"676","NEO-Five Factor Inventory-3(NEO-FFI-3)","personality,agreeableness,big five,conscientiousness,extraversion,intraversion,neuroticism,risk seeking","2,1,1,1,1,1,1,1","Personality and individual differences,NA","1,0","2,39",2,"YOUth"
"677","Network Relationships Inventory - Short Form - Parent report (NRI-SF parent report)","friendships,parent-child relationship,peers,relationship quality,relationships,sibling interactions,social competence,social environment,social interaction,social network","1,1,1,1,1,1,1,1,1,1","Social competence,Parenting,social environment,social network,NA","0.33,0.25,0.25,0.17,0","1,2,1,1,37",2,"YOUth"
"678","Network Relationships Inventory - Short Form (NRI-SF)","friendships,parent-child relationship,peers,relationship quality,relationships,sibling interactions,social behavior,social competence,social environment,social interaction,social network","1,1,1,1,1,1,1,1,1,1,1","Social competence,social relations,Parenting,social network,NA","0.5,0.25,0.17,0.08,0","2,1,1,1,37",2,"YOUth"
"679","Behavior Questionnaire (IBQ-R SF, ECBQ, CBQ, TMCQ)","behavioral control,emotion regulation,temperament,behavior,child behavior,mental health,personality,psychology","2,2,2,1,1,1,1,1","Personality and individual differences,Social competence,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"680","Nijmeegse Opvoedvragenlijst (NOV)","parenting,affection,dicipline,discipline,parent-child relationship,parental behavior,parental control,parenting strategies","2,1,1,1,1,1,1,1","Parenting,NA","1,0","2,39",2,"YOUth"
"681","Nijmeegse Ouderlijke Stress Index (NOSI)/Parental Stress Index (PSI) - subscale Acceptance","parenting,stress,acceptance,coping,parent-child interaction,parental behavior,relationship quality","2,2,1,1,1,1,1","Parenting,Social competence,Life history,mental health,NA","0.58,0.17,0.12,0.12,0","2,1,1,1,38",2,"YOUth"
"682","Nijmeegse Ouderlijke Stress Index (NOSI)/Parental Stress Index (PSI) - subscale Sense of competence","competence,parenting,stress,coping,parental behavior","2,2,2,1,1","Parenting,Social competence,Life history,mental health,Personality and individual differences,NA","0.52,0.17,0.12,0.12,0.06,0","2,1,1,1,1,38",2,"YOUth"
"683","Parent child interaction (PCI)","conflict,cooperation,coping,experiment,parent-child interaction,parent-child interactions,parent-child relationships,parental behavior,parenting,stress","1,1,1,1,1,1,1,1,1,1","Parenting,Social competence,Personality and individual differences,NA","0.75,0.17,0.08,0","2,1,1,39",2,"YOUth"
"684","Parent child interaction (PCI) Conflict","conflict,parent-child interaction,child compliance,conflict resolution,observation,parent-child relationship,parental strategies,parenting,problem solving,social competence","2,2,1,1,1,1,1,1,1,1","Parenting,Social competence,Personality and individual differences,social behavior,interpersonal interaction,NA","0.67,0.13,0.1,0.07,0.03,0","2,1,1,1,1,37",2,"YOUth"
"685","Parent child interaction (PCI) Vacation","parent-child interaction,child compliance,communication,cooperation,leisure time,parent-child relationship,parental behavior,parenting,relationship quality","2,1,1,1,1,1,1,1,1","Parenting,Social competence,Personality and individual differences,social behavior,NA","0.65,0.2,0.1,0.05,0","2,1,1,1,38",2,"YOUth"
"686","Parental Control Scale (PCS)","parenting,behavioral control,control,parent-child relationship,parental behavior,parental control,self efficacy","2,1,1,1,1,1,1","Parenting,NA","1,0","2,39",2,"YOUth"
"687","Parenting Dimensions Inventory (PDI)","discipline,parenting,parental behavior,parental control,values","2,2,1,1,1","Parenting,NA","1,0","2,39",2,"YOUth"
"688","Peabody Picture Vocabulary Task (PPVT)","language,vocabulary,cognition,development,intelligence,receptive vocabulary,verbal intelligence","2,2,1,1,1,1,1","Cognition,Social competence,language,NA","0.75,0.17,0.08,0","2,1,1,38",2,"YOUth"
"689","Penn emotion recognition test","emotion recognition,social cognition,cognition,experiment","2,2,1,1","Cognition,Social competence,Personality and individual differences,NA","0.5,0.42,0.08,0","2,2,1,39",2,"YOUth"
"690","Behavioral inhibition scale (BIS) and risk behavior (substance (ab)use)","impulsivity,inhibition,self control,substance abuse,addiction,behavior,behavioral control,cognitive control,lifestyle,personality,risk behavior,risk seeking,risky behavior,self regulation,substance use","2,2,2,2,1,1,1,1,1,1,1,1,1,1,1","Personality and individual differences,Lifestyle,Cognition,behavioral control,temperament,self regulation,NA","0.48,0.19,0.12,0.1,0.07,0.05,0","2,2,1,1,1,1,36",2,"YOUth"
"691","Penn motor praxis test","attention,cognition,development,executive functioning,motor development,motor functioning,motor praxis,sensimotor ability","1,1,1,1,1,1,1,1","Cognition,behavior,Physiology,sensimotor,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,37",2,"YOUth"
"692","Penn word memory test","cognition,memory,attention,executive functioning,inhibition,intelligence,language,verbal intelligence,verbal memory","2,2,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"YOUth"
"693","Penn word memory test delay","memory,attention,cognition,inhibition,intelligence,language,verbal intelligence,verbal memory,vocabulary,word memory","2,1,1,1,1,1,1,1,1,1","Cognition,NA","1,0","2,39",2,"YOUth"
"694","Periconceptual health","health,pregnancy,birth,congenial disorders,diseases,gestational age,medical history,periconceptual health","2,2,1,1,1,1,1,1","Health,Life history,pregnancy,NA","0.67,0.17,0.17,0","2,1,1,38",2,"YOUth"
"695","Personal values questionnaire (PVQ-RR)","values,morals,personal values,personality,social competence","2,1,1,1,1","Personality and individual differences,NA","1,0","2,39",2,"YOUth"
"696","Portrait values questionnaire - revised (PVQ-RR)","values,morals,personal values,personality","2,1,1,1","Personality and individual differences,NA","1,0","2,39",2,"YOUth"
"697","Pubertal development scale (PDS)","adolescence,development,health,physiology,pubertal development,puberty,secondary sexual characteristics,sex characteristics","1,1,1,1,1,1,1,1","Health,Life history,Physiology,development,NA","0.33,0.33,0.25,0.08,0","2,2,1,1,38",2,"YOUth"
"698","Quick Big Five (QBF)","personality,agreeableness,big five,extroversion,introversion,neuroticism,risk seeking","2,1,1,1,1,1,1","Personality and individual differences,NA","1,0","2,39",2,"YOUth"
"699","Reading behavior (FVL-1)","reading,behavior,cognition,development,language,reading behavior,reading skills,vocabulary","2,1,1,1,1,1,1,1","Cognition,Lifestyle,Personality and individual differences,NA","0.5,0.33,0.17,0","2,1,1,39",2,"YOUth"
"700","Resting state experiment (rsMRI)","imaging,mri,brain development,brain functioning,brain imaging,functional imaging,physiology,resting state,structural imaging","2,2,1,1,1,1,1,1,1","Physiology,NA","1,0","2,39",2,"YOUth"
"701","Blood","biological sample,biomarkers,blood,genetics,omics,physiology,venapuncture","2,1,1,1,1,1,1","Physiology,biological samples,NA","0.83,0.17,0","2,1,38",2,"YOUth"
"702","Sleep self report (SSR)","sleep,behavior,chronotype,insomnia,sleep behavior","2,1,1,1,1","Health,Personality and individual differences,Lifestyle,NA","0.5,0.33,0.17,0","2,1,1,39",2,"YOUth"
"703","Social Responsiveness Scale for Adults (SRS-A)","autism,asd,autistic traits,diagnosis,mental health,personality,psychiatry,psychology,social competence,social responsiveness,theory of mind","2,1,1,1,1,1,1,1,1,1,1","Personality and individual differences,Social competence,mental health,Health,NA","0.33,0.33,0.25,0.08,0","2,2,1,1,38",2,"YOUth"
"704","Social Support List (SSL)","companionship,emotional support,financial support,friendships,peers,relationships,social competence,social environment,social support","1,1,1,1,1,1,1,1,1","Social competence,social environment,social network,NA","0.5,0.33,0.17,0","1,1,1,37",2,"YOUth"
"705","Spoken language in child's environment and Clinical Evaluation of Language Fundamentals (CELF-4 pragmatics)","language,cognition,development,ethnicity,language acquisition,language development,language skills,pragmatics,verbal intelligence","2,1,1,1,1,1,1,1,1","Demographics,environment,Cognition,Life history,NA","0.5,0.25,0.17,0.08,0","2,1,1,1,38",2,"YOUth"
"706","Strengths and difficulties questionnaire (SDQ)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,personal competence,personality,prosocial behavior,psychiatry,psychology,self identity,self perception,social competence","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","Personality and individual differences,mental health,Health,Social competence,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,38",2,"YOUth"
"707","Teacher Report Form (TRF)","academic performance,adhd,aggression,behavior,developmental psychology,diagnosis,externalizing behavior,internalizing behavior,mental health,problem behavior,psychology,psyhiatry,school,skills,teacher","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1","mental health,Health,Personality and individual differences,Social competence,NA","0.33,0.25,0.25,0.17,0","1,2,1,1,38",2,"YOUth"
"708","The Children's Behavior Questionnaire (CBQ)","personality,temperament,affect,behavior,effortful control,extraversion,introversion,middle childhood,psychology","3,2,1,1,1,1,1,1,1","Personality and individual differences,Social competence,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"709","The Early Childhood Behavior Questionnaire (ECBQ)","personality,temperament,behavior,development,early childhood,emotion regulation,psychology,responsiveness","2,2,1,1,1,1,1,1","Personality and individual differences,Social competence,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"710","The Temperament in Middle Childhood Questionnaire (TMCQ)","personality,temperament,affect,behavior,effortful control,emotion regulation,extraversion,introversion,middle childhood,self regulation","2,2,1,1,1,1,1,1,1,1","Personality and individual differences,Social competence,Cognition,NA","0.75,0.17,0.08,0","2,1,1,39",2,"YOUth"
"711","Trust game","prosocial behavior,social cognition,social competence,trust,cognition,experiment,social behavior","2,2,2,2,1,1,1","Social competence,Personality and individual differences,Cognition,NA","0.67,0.17,0.17,0","2,1,1,39",2,"YOUth"
"712","Brief Symptom Inventory (BSI)","health,symptoms,depression,diseases,medical care,medical history,psychopathology","2,2,1,1,1,1,1","Health,Personality and individual differences,mental health,Life history,NA","0.7,0.15,0.1,0.05,0","2,1,1,1,38",2,"YOUth"
"713","Utrechtse Coping Lijst (UCL)","coping,stress,emotion regulation,life events,problem solving","2,2,1,1,1","Health,mental health,Personality and individual differences,Life history,NA","0.33,0.33,0.17,0.17,0","1,1,1,1,38",2,"YOUth"
"714","Wechsler Adult Intelligence Scale (WAIS) ","cognition,intelligence,attention,executive functioning,executive functions,iq,memory,non-verbal intelligence,problem solving,spatial reasoning,verbal intelligence","2,2,1,1,1,1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"715","Wechsler Intelligence Scale for Children (WISC-III) ","cognition,executive functioning,intelligence,attention,iq,memory,non-verbal intelligence,problem solving,reasoning,spatial reasoning,verbal intelligence","2,2,2,1,1,1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"716","Wechsler Preschool and Primary Scale of Intelligence (WPPSI)","cognition,intelligence,problem solving,attention,executive functioning,iq,memory,non-verbal intelligence,spatial reasoning,verbal intelligence","2,2,2,1,1,1,1,1,1,1","Cognition,Personality and individual differences,NA","0.83,0.17,0","2,1,39",2,"YOUth"
"717","Work demographics","demographics,work,lifestyle,occupation,ses","2,2,1,1,1","Demographics,Lifestyle,Life history,NA","0.75,0.17,0.08,0","2,1,1,39",2,"YOUth"
"718","15-words_task","cognition,executive functioning,intelligence,language,memory","1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"719","Autism-Tics, ADHD, and other Comorbidities inventory (A-TAC)","adhd,autism,cognition,developmental psychology,diagnosis,learning disability,mental health,ocd,psychiatry,tics","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"720","revised Conners' Parent Rating Scale (CPRS-R)","adhd,aggression,behavior,developmental psychology,diagnosis,education,learning disability,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"721","revised Conners' Teacher Rating Scale (CTRS-R)","adhd,aggression,anxiety,behavior,developmental psychology,diagnosis,learning disabilities,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"722","Revised Life Orientation Test (LOT-R)","happiness,mental health,personality,psychology,wellbeing","1,1,1,1,1","Personality and individual differences,mental health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"723","Revised NEO Five-Factor Inventory (NEO-FFI-R)","agreeableness,conscientiousness,extraversion,introversion,liability,neuroticism,personality,psychology,risk taking,temperament","1,1,1,1,1,1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"NTR"
"724","Rosenberg self-esteem scale","feelings,mental health,personality,psychology,self esteem,wellbeing","1,1,1,1,1,1","Personality and individual differences,mental health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"725","saliva","biological sample,biomarkers,hormones,infection,inflammation","1,1,1,1,1","Physiology,Demographics,NA","0.67,0.33,0","1,1,39",1,"NTR"
"726","saliva_biomarkers","biological sample,biomarkers,elisa,hormones,laboratory test,saliva","1,1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"727","Satisfaction with Life Scale (SLS)","happiness,mental health,psychology,quality of life,satisfaction,wellbeing","1,1,1,1,1,1","mental health,Personality and individual differences,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"728","School_Learningdifficulties","cognition,dyscalculi,dyslexia,education,learning difficulties,learning disability,school","1,1,1,1,1,1,1","Personality and individual differences,Cognition,NA","0.67,0.33,0","1,1,39",1,"NTR"
"729","School_ResultsPerformance","cognition,education,language,learning difficulties,math,motivation,performance,school,sciences","1,1,1,1,1,1,1,1,1","Personality and individual differences,Cognition,NA","0.67,0.33,0","1,1,39",1,"NTR"
"730","Balance Error Scoring System (BESS)","balance,excercise,motor development,motor function","1,1,1,1","Physiology,Lifestyle,Health,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"731","SchoolSituation","class composition,cognition,demographics,education,school,truancy,twins","1,1,1,1,1,1,1","Demographics,Personality and individual differences,NA","0.67,0.33,0","1,1,39",1,"NTR"
"732","Simon task","cognition,conflict,inhibition,problem solving reasoning,social behavior,social cognition","1,1,1,1,1,1","Social competence,Personality and individual differences,Cognition,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"733","Sleep_SleepHabits","health,insomnia,life style,narcolepsi,sleep","1,1,1,1,1","Life history,Lifestyle,NA","0.67,0.33,0","1,1,39",1,"NTR"
"734","Snellen_Chart","eyes,glasses,health,optometry,sight","1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"735","Social Skills Rating System (SSRS)","behavior,friendships,social behavior,social congition","1,1,1,1","Social competence,NA","1,0","1,39",1,"NTR"
"736","Strengths and Difficulties Questionnaire (SDQ)","adhd,aggression,behavior,conduct disorder,developmental psychology,mental health,peers,prosocial behavior,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"737","Strengths and Weaknesses of Attention-Deficit/Hyperactivity Disorder Symptoms and Normal Behavior Scale (SWAN)","adhd,attention,behavior,developmental psychology,diagnosis,hyperactivity,impulsivity,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"738","Stroop colour-word task","attention,cognition,executive functioning","1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"739","Subjective Happiness Scale (SHS)","happiness,mental health,psychology,quality of life,satisfaction with life,wellbeing","1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"NTR"
"740","Surgery_Anesthesia","accidents,anesthesia,disease,health,infection,inflammation,medication,surgery,tonsils","1,1,1,1,1,1,1,1,1","Health,Physiology,NA","0.67,0.33,0","1,1,39",1,"NTR"
"741","Binge_Eating","anxiety,binge eating,bulimia,depression,eating disorder,mental health,psychiatry,psychology","1,1,1,1,1,1,1,1","mental health,Health,Life history,Lifestyle,NA","0.4,0.3,0.2,0.1,0","1,1,1,1,38",1,"NTR"
"742","T1-weighted Magnetization Transfer Imaging (MTI)","biology,brain imaging,cognition,functional brain imaging,mri,mti,psychology,structural brain imaging","1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"743","T2-weighted Magnetization Transfer Imaging (MTI)","biology,brain imaging,cognition,dti,functional brain imaging,mri,mti,psychology,structural brain imaging","1,1,1,1,1,1,1,1,1","Physiology,NA","1,0","1,39",1,"NTR"
"744","Tanner","development,health,pubery,secondary sexual characteristics","1,1,1,1","Physiology,Health,Life history,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"745","Teacher Report Form (TRF)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,psychiatry,psychology,school","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"746","Temperament_Questions","attachement,emotion,parent-child relationship,personality,temperament","1,1,1,1,1","Personality and individual differences,NA","1,0","1,39",1,"NTR"
"747","Toitlet_Training","daytime incontinence,development,enuresis,incontinence,nighttime incontinence,nocturnal enuresis,toilet","1,1,1,1,1,1,1","Life history,NA","1,0","1,39",1,"NTR"
"748","Tower of Hanoi","cognition,executive functioning,problem solving,psychology,spatial reasoning","1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"749","urine","biological sample,biomarkers,elisa,gc-ms,hormones,laboratory assessment,lc-ms,metabolomics,nmr","1,1,1,1,1,1,1,1,1","Physiology,Demographics,NA","0.67,0.33,0","1,1,39",1,"NTR"
"750","urine_biomarkers","biological sample,biomarkers,dipstick,glucose,hormones,infection,inflammation,neuropeptides,oxidative stress,urine","1,1,1,1,1,1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"751","urine_collection","biological samples,biomarkers,data collection,freezer,menstruation,temperature,time,urine","1,1,1,1,1,1,1,1","Life history,Physiology,Demographics,NA","0.5,0.33,0.17,0","1,1,1,39",1,"NTR"
"752","Birth_Questions","birth,c-section,health,labor,natural birth,type of twin","1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"753","urine_GC-MS_OA","amino acids,biomarkers,carboxylic acids,gas chromatography,mass spectrometry,metabolomics,neurotransmitters,organic acids,tca cycle,urine","1,1,1,1,1,1,1,1,1,1","omics,Physiology,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"754","urine_LC-MS_Amines","amines,amino acids,aromatic amines,biomarkers,liquid chromatography,mass spectrometry,metabolites,metabolomics,neurotransmitters,urine","1,1,1,1,1,1,1,1,1,1","omics,Physiology,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"755","urine_LC-MS_steroids","androgens,glucocorticoids,hormones,liquid chromatography,mass spectrometry,metabolites,metabolomics,oestrogens,steroids,urine","1,1,1,1,1,1,1,1,1,1","omics,Physiology,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"756","urine_steroids","androgens,gas chromatography,glucocorticoids,hormones,mass spectrometry,metabolites,metabolomics,oestrogens,steroids,urine","1,1,1,1,1,1,1,1,1,1","omics,Physiology,Health,NA","0.5,0.33,0.17,0","1,1,1,38",1,"NTR"
"757","Vaccinations","development,diphtheria,diseases,health,measles,mumps,pertussis,rubella,tetanus,vaccination","1,1,1,1,1,1,1,1,1,1","Life history,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"758","VU_AMS","ambulatory monitoring,cardiovascular,electrocardiogram,electronic monitoring,excercise,health,heart rate,impedance cardiogram","1,1,1,1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"759","Wechsler Abbreviated Scale of Intelligence (WASI)","attention,cognition,executive functioning,intelligence,memory,non-verbal intelligence,spatial reasoning,verbal intelligence","1,1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"760","Wechsler Intelligence Scale for Children-III (WISC-III)","attention,cognition,intelligence,memory,non-verbal intelligence,spatial reasoning,verbal intelligence","1,1,1,1,1,1,1","Cognition,NA","1,0","1,39",1,"NTR"
"761","wellbeing","happiness,mental health,psychology,quality of life,satisfaction with life,wellbeing","1,1,1,1,1,1","mental health,Personality and individual differences,NA","0.67,0.33,0","1,1,38",1,"NTR"
"762","Workdemographics_parents","demographics,profession,work","1,1,1","Demographics,Life history,NA","0.67,0.33,0","1,1,39",1,"NTR"
"763","Blood_Pressure","blood pressure,cardiovasculair,cardiovascular disease,coronary artery disease,health","1,1,1,1,1","Physiology,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
"764","Youth Self Report (YSR)","adhd,aggression,anxiety,depression,developmental psychology,diagnosis,mental health,obsessive compulsive disorder,psychiatry,psychology","1,1,1,1,1,1,1,1,1,1","mental health,Health,NA","0.67,0.33,0","1,1,38",1,"NTR"
"765","Zygosity_resemblance","genetics,resemblance,similarities,twinning,zygosity","1,1,1,1,1","Personality and individual differences,Demographics,Physiology,NA","0.5,0.25,0.25,0","1,1,1,39",1,"NTR"
"766","Borg’s Rating of Perceived Exertion (RPE)","endurance,excercise,feelings,health","1,1,1,1","Personality and individual differences,Health,NA","0.67,0.33,0","1,1,39",1,"NTR"
